entity_type,entity_id,segment_id,slot_pos,change_type,metric_trigger,before_value,after_value,explanation
slot,US_19_slot2,Flight-Risk Subscribers,2.0,template_and_window_updated,old_arm_label=GOOD;old_ctr=0.324;new_pm=0.611,TPL_0002|evening,TPL_0027|afternoon,"TPL_0002 at evening had CTR=32.4% (label=GOOD in Flight-Risk Subscribers). Replaced by TPL_0027 at afternoon (posterior_mean=0.611, label=GOOD)."
slot,US_19_slot3,Flight-Risk Subscribers,3.0,template_and_window_updated,old_arm_label=UNKNOWN;old_ctr=0.000;new_pm=0.583,TPL_0003|afternoon,TPL_0028|night,"TPL_0003 at afternoon had CTR=0.0% (label=UNKNOWN in Flight-Risk Subscribers). Replaced by TPL_0028 at night (posterior_mean=0.583, label=GOOD)."
slot,US_1_slot1,Flight-Risk Subscribers,1.0,template_and_window_updated,old_arm_label=GOOD;old_ctr=0.522;new_pm=0.611,TPL_0001|early_morning,TPL_0026|night,"TPL_0001 at early_morning had CTR=52.2% (label=GOOD in Flight-Risk Subscribers). Replaced by TPL_0026 at night (posterior_mean=0.611, label=GOOD)."
slot,US_1_slot2,Flight-Risk Subscribers,2.0,template_and_window_updated,old_arm_label=GOOD;old_ctr=0.458;new_pm=0.611,TPL_0002|early_morning,TPL_0027|evening,"TPL_0002 at early_morning had CTR=45.8% (label=GOOD in Flight-Risk Subscribers). Replaced by TPL_0027 at evening (posterior_mean=0.611, label=GOOD)."
slot,US_1_slot3,Flight-Risk Subscribers,3.0,template_and_window_updated,old_arm_label=GOOD;old_ctr=0.379;new_pm=0.583,TPL_0003|early_morning,TPL_0028|afternoon,"TPL_0003 at early_morning had CTR=37.9% (label=GOOD in Flight-Risk Subscribers). Replaced by TPL_0028 at afternoon (posterior_mean=0.583, label=GOOD)."
slot,US_1_slot4,Flight-Risk Subscribers,4.0,template_and_window_updated,old_arm_label=GOOD;old_ctr=0.213;new_pm=0.556,TPL_0004|evening,TPL_0029|late_afternoon,"TPL_0004 at evening had CTR=21.3% (label=GOOD in Flight-Risk Subscribers). Replaced by TPL_0029 at late_afternoon (posterior_mean=0.556, label=GOOD)."
slot,US_1_slot5,Flight-Risk Subscribers,5.0,template_replaced,old_pm=0.583;new_pm=0.528,TPL_0005|afternoon,TPL_0030|afternoon,"TPL_0005 (posterior_mean=0.583, label=GOOD) replaced by TPL_0030 (posterior_mean=0.528, label=GOOD) in Flight-Risk Subscribers."
slot,US_24_slot1,Flight-Risk Subscribers,1.0,template_and_window_updated,old_arm_label=GOOD;old_ctr=0.333;new_pm=0.611,TPL_0001|evening,TPL_0026|afternoon,"TPL_0001 at evening had CTR=33.3% (label=GOOD in Flight-Risk Subscribers). Replaced by TPL_0026 at afternoon (posterior_mean=0.611, label=GOOD)."
slot,US_24_slot2,Flight-Risk Subscribers,2.0,template_and_window_updated,old_arm_label=GOOD;old_ctr=0.324;new_pm=0.611,TPL_0002|evening,TPL_0027|early_morning,"TPL_0002 at evening had CTR=32.4% (label=GOOD in Flight-Risk Subscribers). Replaced by TPL_0027 at early_morning (posterior_mean=0.611, label=GOOD)."
slot,US_24_slot3,Flight-Risk Subscribers,3.0,template_and_window_updated,old_arm_label=GOOD;old_ctr=0.241;new_pm=0.583,TPL_0003|evening,TPL_0028|night,"TPL_0003 at evening had CTR=24.1% (label=GOOD in Flight-Risk Subscribers). Replaced by TPL_0028 at night (posterior_mean=0.583, label=GOOD)."
slot,US_24_slot4,Flight-Risk Subscribers,4.0,template_and_window_updated,old_arm_label=UNKNOWN;old_ctr=0.000;new_pm=0.556,TPL_0004|afternoon,TPL_0029|late_afternoon,"TPL_0004 at afternoon had CTR=0.0% (label=UNKNOWN in Flight-Risk Subscribers). Replaced by TPL_0029 at late_afternoon (posterior_mean=0.556, label=GOOD)."
slot,US_24_slot5,Flight-Risk Subscribers,5.0,template_and_window_updated,old_arm_label=UNKNOWN;old_ctr=0.000;new_pm=0.528,TPL_0005|night,TPL_0030|late_afternoon,"TPL_0005 at night had CTR=0.0% (label=UNKNOWN in Flight-Risk Subscribers). Replaced by TPL_0030 at late_afternoon (posterior_mean=0.528, label=GOOD)."
slot,US_31_slot1,Flight-Risk Subscribers,1.0,template_and_window_updated,old_arm_label=GOOD;old_ctr=0.333;new_pm=0.611,TPL_0001|evening,TPL_0026|afternoon,"TPL_0001 at evening had CTR=33.3% (label=GOOD in Flight-Risk Subscribers). Replaced by TPL_0026 at afternoon (posterior_mean=0.611, label=GOOD)."
slot,US_31_slot2,Flight-Risk Subscribers,2.0,template_and_window_updated,old_arm_label=GOOD;old_ctr=0.324;new_pm=0.611,TPL_0002|evening,TPL_0027|night,"TPL_0002 at evening had CTR=32.4% (label=GOOD in Flight-Risk Subscribers). Replaced by TPL_0027 at night (posterior_mean=0.611, label=GOOD)."
slot,US_31_slot3,Flight-Risk Subscribers,3.0,template_and_window_updated,old_arm_label=GOOD;old_ctr=0.241;new_pm=0.583,TPL_0003|evening,TPL_0028|late_afternoon,"TPL_0003 at evening had CTR=24.1% (label=GOOD in Flight-Risk Subscribers). Replaced by TPL_0028 at late_afternoon (posterior_mean=0.583, label=GOOD)."
slot,US_31_slot4,Flight-Risk Subscribers,4.0,template_and_window_updated,old_arm_label=UNKNOWN;old_ctr=0.000;new_pm=0.556,TPL_0004|afternoon,TPL_0029|mid_morning,"TPL_0004 at afternoon had CTR=0.0% (label=UNKNOWN in Flight-Risk Subscribers). Replaced by TPL_0029 at mid_morning (posterior_mean=0.556, label=GOOD)."
slot,US_31_slot5,Flight-Risk Subscribers,5.0,template_and_window_updated,old_arm_label=UNKNOWN;old_ctr=0.000;new_pm=0.528,TPL_0005|night,TPL_0030|afternoon,"TPL_0005 at night had CTR=0.0% (label=UNKNOWN in Flight-Risk Subscribers). Replaced by TPL_0030 at afternoon (posterior_mean=0.528, label=GOOD)."
slot,US_33_slot1,Flight-Risk Subscribers,1.0,template_and_window_updated,old_arm_label=GOOD;old_ctr=0.522;new_pm=0.611,TPL_0001|early_morning,TPL_0026|mid_morning,"TPL_0001 at early_morning had CTR=52.2% (label=GOOD in Flight-Risk Subscribers). Replaced by TPL_0026 at mid_morning (posterior_mean=0.611, label=GOOD)."
slot,US_33_slot2,Flight-Risk Subscribers,2.0,template_and_window_updated,old_arm_label=GOOD;old_ctr=0.458;new_pm=0.611,TPL_0002|early_morning,TPL_0027|late_afternoon,"TPL_0002 at early_morning had CTR=45.8% (label=GOOD in Flight-Risk Subscribers). Replaced by TPL_0027 at late_afternoon (posterior_mean=0.611, label=GOOD)."
slot,US_33_slot3,Flight-Risk Subscribers,3.0,template_and_window_updated,old_arm_label=GOOD;old_ctr=0.241;new_pm=0.583,TPL_0003|evening,TPL_0028|afternoon,"TPL_0003 at evening had CTR=24.1% (label=GOOD in Flight-Risk Subscribers). Replaced by TPL_0028 at afternoon (posterior_mean=0.583, label=GOOD)."
slot,US_38_slot1,Flight-Risk Subscribers,1.0,template_and_window_updated,old_arm_label=GOOD;old_ctr=0.333;new_pm=0.611,TPL_0001|evening,TPL_0026|night,"TPL_0001 at evening had CTR=33.3% (label=GOOD in Flight-Risk Subscribers). Replaced by TPL_0026 at night (posterior_mean=0.611, label=GOOD)."
slot,US_38_slot2,Flight-Risk Subscribers,2.0,template_replaced,old_pm=0.583;new_pm=0.611,TPL_0002|evening,TPL_0027|evening,"TPL_0002 (posterior_mean=0.583, label=GOOD) replaced by TPL_0027 (posterior_mean=0.611, label=GOOD) in Flight-Risk Subscribers."
slot,US_38_slot3,Flight-Risk Subscribers,3.0,template_and_window_updated,old_arm_label=UNKNOWN;old_ctr=0.000;new_pm=0.583,TPL_0003|afternoon,TPL_0028|evening,"TPL_0003 at afternoon had CTR=0.0% (label=UNKNOWN in Flight-Risk Subscribers). Replaced by TPL_0028 at evening (posterior_mean=0.583, label=GOOD)."
slot,US_39_slot1,Flight-Risk Subscribers,1.0,template_and_window_updated,old_arm_label=UNKNOWN;old_ctr=0.000;new_pm=0.611,TPL_0001|afternoon,TPL_0026|early_morning,"TPL_0001 at afternoon had CTR=0.0% (label=UNKNOWN in Flight-Risk Subscribers). Replaced by TPL_0026 at early_morning (posterior_mean=0.611, label=GOOD)."
slot,US_39_slot2,Flight-Risk Subscribers,2.0,template_and_window_updated,old_arm_label=UNKNOWN;old_ctr=0.000;new_pm=0.611,TPL_0002|afternoon,TPL_0027|early_morning,"TPL_0002 at afternoon had CTR=0.0% (label=UNKNOWN in Flight-Risk Subscribers). Replaced by TPL_0027 at early_morning (posterior_mean=0.611, label=GOOD)."
slot,US_39_slot3,Flight-Risk Subscribers,3.0,template_replaced,old_pm=0.583;new_pm=0.583,TPL_0003|afternoon,TPL_0028|afternoon,"TPL_0003 (posterior_mean=0.583, label=GOOD) replaced by TPL_0028 (posterior_mean=0.583, label=GOOD) in Flight-Risk Subscribers."
slot,US_39_slot4,Flight-Risk Subscribers,4.0,template_and_window_updated,old_arm_label=GOOD;old_ctr=0.213;new_pm=0.556,TPL_0004|evening,TPL_0029|mid_morning,"TPL_0004 at evening had CTR=21.3% (label=GOOD in Flight-Risk Subscribers). Replaced by TPL_0029 at mid_morning (posterior_mean=0.556, label=GOOD)."
slot,US_39_slot5,Flight-Risk Subscribers,5.0,template_replaced,old_pm=0.583;new_pm=0.528,TPL_0005|night,TPL_0030|night,"TPL_0005 (posterior_mean=0.583, label=GOOD) replaced by TPL_0030 (posterior_mean=0.528, label=GOOD) in Flight-Risk Subscribers."
slot,US_48_slot1,Flight-Risk Subscribers,1.0,template_and_window_updated,old_arm_label=GOOD;old_ctr=0.333;new_pm=0.611,TPL_0001|evening,TPL_0026|night,"TPL_0001 at evening had CTR=33.3% (label=GOOD in Flight-Risk Subscribers). Replaced by TPL_0026 at night (posterior_mean=0.611, label=GOOD)."
slot,US_48_slot2,Flight-Risk Subscribers,2.0,template_and_window_updated,old_arm_label=GOOD;old_ctr=0.324;new_pm=0.611,TPL_0002|evening,TPL_0027|late_afternoon,"TPL_0002 at evening had CTR=32.4% (label=GOOD in Flight-Risk Subscribers). Replaced by TPL_0027 at late_afternoon (posterior_mean=0.611, label=GOOD)."
slot,US_48_slot3,Flight-Risk Subscribers,3.0,template_and_window_updated,old_arm_label=UNKNOWN;old_ctr=0.000;new_pm=0.583,TPL_0003|afternoon,TPL_0028|late_afternoon,"TPL_0003 at afternoon had CTR=0.0% (label=UNKNOWN in Flight-Risk Subscribers). Replaced by TPL_0028 at late_afternoon (posterior_mean=0.583, label=GOOD)."
slot,US_52_slot1,Flight-Risk Subscribers,1.0,template_and_window_updated,old_arm_label=GOOD;old_ctr=0.333;new_pm=0.611,TPL_0001|evening,TPL_0026|early_morning,"TPL_0001 at evening had CTR=33.3% (label=GOOD in Flight-Risk Subscribers). Replaced by TPL_0026 at early_morning (posterior_mean=0.611, label=GOOD)."
slot,US_52_slot2,Flight-Risk Subscribers,2.0,template_and_window_updated,old_arm_label=GOOD;old_ctr=0.324;new_pm=0.611,TPL_0002|evening,TPL_0027|early_morning,"TPL_0002 at evening had CTR=32.4% (label=GOOD in Flight-Risk Subscribers). Replaced by TPL_0027 at early_morning (posterior_mean=0.611, label=GOOD)."
slot,US_52_slot3,Flight-Risk Subscribers,3.0,template_and_window_updated,old_arm_label=UNKNOWN;old_ctr=0.000;new_pm=0.583,TPL_0003|afternoon,TPL_0028|evening,"TPL_0003 at afternoon had CTR=0.0% (label=UNKNOWN in Flight-Risk Subscribers). Replaced by TPL_0028 at evening (posterior_mean=0.583, label=GOOD)."
slot,US_60_slot1,Flight-Risk Subscribers,1.0,template_and_window_updated,old_arm_label=UNKNOWN;old_ctr=0.000;new_pm=0.611,TPL_0001|night,TPL_0026|early_morning,"TPL_0001 at night had CTR=0.0% (label=UNKNOWN in Flight-Risk Subscribers). Replaced by TPL_0026 at early_morning (posterior_mean=0.611, label=GOOD)."
slot,US_60_slot2,Flight-Risk Subscribers,2.0,template_and_window_updated,old_arm_label=UNKNOWN;old_ctr=0.000;new_pm=0.611,TPL_0002|night,TPL_0027|late_afternoon,"TPL_0002 at night had CTR=0.0% (label=UNKNOWN in Flight-Risk Subscribers). Replaced by TPL_0027 at late_afternoon (posterior_mean=0.611, label=GOOD)."
slot,US_60_slot3,Flight-Risk Subscribers,3.0,template_and_window_updated,old_arm_label=UNKNOWN;old_ctr=0.000;new_pm=0.583,TPL_0003|night,TPL_0028|evening,"TPL_0003 at night had CTR=0.0% (label=UNKNOWN in Flight-Risk Subscribers). Replaced by TPL_0028 at evening (posterior_mean=0.583, label=GOOD)."
slot,US_60_slot4,Flight-Risk Subscribers,4.0,template_and_window_updated,old_arm_label=GOOD;old_ctr=0.213;new_pm=0.556,TPL_0004|evening,TPL_0029|afternoon,"TPL_0004 at evening had CTR=21.3% (label=GOOD in Flight-Risk Subscribers). Replaced by TPL_0029 at afternoon (posterior_mean=0.556, label=GOOD)."
slot,US_60_slot5,Flight-Risk Subscribers,5.0,template_and_window_updated,old_arm_label=UNKNOWN;old_ctr=0.000;new_pm=0.528,TPL_0005|afternoon,TPL_0030|evening,"TPL_0005 at afternoon had CTR=0.0% (label=UNKNOWN in Flight-Risk Subscribers). Replaced by TPL_0030 at evening (posterior_mean=0.528, label=GOOD)."
slot,US_25_slot1,Gamified Competitors,1.0,template_and_window_updated,old_arm_label=UNKNOWN;old_ctr=0.000;new_pm=0.583,TPL_0121|evening,TPL_0031|late_afternoon,"TPL_0121 at evening had CTR=0.0% (label=UNKNOWN in Gamified Competitors). Replaced by TPL_0031 at late_afternoon (posterior_mean=0.583, label=GOOD)."
slot,US_25_slot2,Gamified Competitors,2.0,template_replaced,old_pm=0.500;new_pm=0.583,TPL_0122|evening,TPL_0032|evening,"TPL_0122 (posterior_mean=0.500, label=) replaced by TPL_0032 (posterior_mean=0.583, label=GOOD) in Gamified Competitors."
slot,US_25_slot3,Gamified Competitors,3.0,template_and_window_updated,old_arm_label=UNKNOWN;old_ctr=0.000;new_pm=0.583,TPL_0123|evening,TPL_0033|mid_morning,"TPL_0123 at evening had CTR=0.0% (label=UNKNOWN in Gamified Competitors). Replaced by TPL_0033 at mid_morning (posterior_mean=0.583, label=GOOD)."
slot,US_25_slot4,Gamified Competitors,4.0,template_and_window_updated,old_arm_label=UNKNOWN;old_ctr=0.000;new_pm=0.583,TPL_0124|evening,TPL_0034|night,"TPL_0124 at evening had CTR=0.0% (label=UNKNOWN in Gamified Competitors). Replaced by TPL_0034 at night (posterior_mean=0.583, label=GOOD)."
slot,US_25_slot5,Gamified Competitors,5.0,template_and_window_updated,old_arm_label=UNKNOWN;old_ctr=0.000;new_pm=0.556,TPL_0125|night,TPL_0035|early_morning,"TPL_0125 at night had CTR=0.0% (label=UNKNOWN in Gamified Competitors). Replaced by TPL_0035 at early_morning (posterior_mean=0.556, label=GOOD)."
slot,US_25_slot6,Gamified Competitors,6.0,template_and_window_updated,old_arm_label=UNKNOWN;old_ctr=0.000;new_pm=0.583,TPL_0121|night,TPL_0031|late_afternoon,"TPL_0121 at night had CTR=0.0% (label=UNKNOWN in Gamified Competitors). Replaced by TPL_0031 at late_afternoon (posterior_mean=0.583, label=GOOD)."
slot,US_25_slot7,Gamified Competitors,7.0,template_and_window_updated,old_arm_label=UNKNOWN;old_ctr=0.000;new_pm=0.583,TPL_0122|night,TPL_0032|late_afternoon,"TPL_0122 at night had CTR=0.0% (label=UNKNOWN in Gamified Competitors). Replaced by TPL_0032 at late_afternoon (posterior_mean=0.583, label=GOOD)."
slot,US_25_slot8,Gamified Competitors,8.0,template_and_window_updated,old_arm_label=UNKNOWN;old_ctr=0.000;new_pm=0.583,TPL_0123|night,TPL_0033|early_morning,"TPL_0123 at night had CTR=0.0% (label=UNKNOWN in Gamified Competitors). Replaced by TPL_0033 at early_morning (posterior_mean=0.583, label=GOOD)."
slot,US_29_slot1,Gamified Competitors,1.0,template_and_window_updated,old_arm_label=UNKNOWN;old_ctr=0.000;new_pm=0.583,TPL_0121|evening,TPL_0031|night,"TPL_0121 at evening had CTR=0.0% (label=UNKNOWN in Gamified Competitors). Replaced by TPL_0031 at night (posterior_mean=0.583, label=GOOD)."
slot,US_29_slot2,Gamified Competitors,2.0,template_and_window_updated,old_arm_label=UNKNOWN;old_ctr=0.000;new_pm=0.583,TPL_0122|evening,TPL_0032|afternoon,"TPL_0122 at evening had CTR=0.0% (label=UNKNOWN in Gamified Competitors). Replaced by TPL_0032 at afternoon (posterior_mean=0.583, label=GOOD)."
slot,US_29_slot3,Gamified Competitors,3.0,template_and_window_updated,old_arm_label=UNKNOWN;old_ctr=0.000;new_pm=0.583,TPL_0123|evening,TPL_0033|late_afternoon,"TPL_0123 at evening had CTR=0.0% (label=UNKNOWN in Gamified Competitors). Replaced by TPL_0033 at late_afternoon (posterior_mean=0.583, label=GOOD)."
slot,US_29_slot4,Gamified Competitors,4.0,template_replaced,old_pm=0.500;new_pm=0.583,TPL_0124|evening,TPL_0034|evening,"TPL_0124 (posterior_mean=0.500, label=) replaced by TPL_0034 (posterior_mean=0.583, label=GOOD) in Gamified Competitors."
slot,US_29_slot5,Gamified Competitors,5.0,template_and_window_updated,old_arm_label=UNKNOWN;old_ctr=0.000;new_pm=0.556,TPL_0125|night,TPL_0035|late_afternoon,"TPL_0125 at night had CTR=0.0% (label=UNKNOWN in Gamified Competitors). Replaced by TPL_0035 at late_afternoon (posterior_mean=0.556, label=GOOD)."
slot,US_29_slot6,Gamified Competitors,6.0,template_and_window_updated,old_arm_label=UNKNOWN;old_ctr=0.000;new_pm=0.583,TPL_0121|night,TPL_0031|mid_morning,"TPL_0121 at night had CTR=0.0% (label=UNKNOWN in Gamified Competitors). Replaced by TPL_0031 at mid_morning (posterior_mean=0.583, label=GOOD)."
slot,US_29_slot7,Gamified Competitors,7.0,template_and_window_updated,old_arm_label=UNKNOWN;old_ctr=0.000;new_pm=0.583,TPL_0122|night,TPL_0032|afternoon,"TPL_0122 at night had CTR=0.0% (label=UNKNOWN in Gamified Competitors). Replaced by TPL_0032 at afternoon (posterior_mean=0.583, label=GOOD)."
slot,US_29_slot8,Gamified Competitors,8.0,template_and_window_updated,old_arm_label=UNKNOWN;old_ctr=0.000;new_pm=0.583,TPL_0123|night,TPL_0033|late_afternoon,"TPL_0123 at night had CTR=0.0% (label=UNKNOWN in Gamified Competitors). Replaced by TPL_0033 at late_afternoon (posterior_mean=0.583, label=GOOD)."
slot,US_30_slot1,Gamified Competitors,1.0,template_and_window_updated,old_arm_label=UNKNOWN;old_ctr=0.000;new_pm=0.583,TPL_0121|night,TPL_0031|evening,"TPL_0121 at night had CTR=0.0% (label=UNKNOWN in Gamified Competitors). Replaced by TPL_0031 at evening (posterior_mean=0.583, label=GOOD)."
slot,US_30_slot2,Gamified Competitors,2.0,template_replaced,old_pm=0.500;new_pm=0.583,TPL_0122|night,TPL_0032|night,"TPL_0122 (posterior_mean=0.500, label=) replaced by TPL_0032 (posterior_mean=0.583, label=GOOD) in Gamified Competitors."
slot,US_30_slot3,Gamified Competitors,3.0,template_and_window_updated,old_arm_label=UNKNOWN;old_ctr=0.000;new_pm=0.583,TPL_0123|night,TPL_0033|late_afternoon,"TPL_0123 at night had CTR=0.0% (label=UNKNOWN in Gamified Competitors). Replaced by TPL_0033 at late_afternoon (posterior_mean=0.583, label=GOOD)."
slot,US_30_slot4,Gamified Competitors,4.0,template_and_window_updated,old_arm_label=UNKNOWN;old_ctr=0.000;new_pm=0.583,TPL_0124|evening,TPL_0034|mid_morning,"TPL_0124 at evening had CTR=0.0% (label=UNKNOWN in Gamified Competitors). Replaced by TPL_0034 at mid_morning (posterior_mean=0.583, label=GOOD)."
slot,US_30_slot5,Gamified Competitors,5.0,template_and_window_updated,old_arm_label=UNKNOWN;old_ctr=0.000;new_pm=0.556,TPL_0125|evening,TPL_0035|early_morning,"TPL_0125 at evening had CTR=0.0% (label=UNKNOWN in Gamified Competitors). Replaced by TPL_0035 at early_morning (posterior_mean=0.556, label=GOOD)."
slot,US_59_slot1,Gamified Competitors,1.0,template_replaced,old_pm=0.500;new_pm=0.583,TPL_0121|night,TPL_0031|night,"TPL_0121 (posterior_mean=0.500, label=) replaced by TPL_0031 (posterior_mean=0.583, label=GOOD) in Gamified Competitors."
slot,US_59_slot2,Gamified Competitors,2.0,template_and_window_updated,old_arm_label=UNKNOWN;old_ctr=0.000;new_pm=0.583,TPL_0122|night,TPL_0032|evening,"TPL_0122 at night had CTR=0.0% (label=UNKNOWN in Gamified Competitors). Replaced by TPL_0032 at evening (posterior_mean=0.583, label=GOOD)."
slot,US_59_slot3,Gamified Competitors,3.0,template_and_window_updated,old_arm_label=UNKNOWN;old_ctr=0.000;new_pm=0.583,TPL_0123|night,TPL_0033|mid_morning,"TPL_0123 at night had CTR=0.0% (label=UNKNOWN in Gamified Competitors). Replaced by TPL_0033 at mid_morning (posterior_mean=0.583, label=GOOD)."
slot,US_59_slot4,Gamified Competitors,4.0,template_replaced,old_pm=0.500;new_pm=0.583,TPL_0124|evening,TPL_0034|evening,"TPL_0124 (posterior_mean=0.500, label=) replaced by TPL_0034 (posterior_mean=0.583, label=GOOD) in Gamified Competitors."
slot,US_59_slot5,Gamified Competitors,5.0,template_and_window_updated,old_arm_label=UNKNOWN;old_ctr=0.000;new_pm=0.556,TPL_0125|evening,TPL_0035|early_morning,"TPL_0125 at evening had CTR=0.0% (label=UNKNOWN in Gamified Competitors). Replaced by TPL_0035 at early_morning (posterior_mean=0.556, label=GOOD)."
slot,US_23_slot1,High-Intent Trialists,1.0,template_and_window_updated,old_arm_label=NEUTRAL;old_ctr=0.155;new_pm=0.556,TPL_0041|evening,TPL_0036|afternoon,"TPL_0041 at evening had CTR=15.5% (label=NEUTRAL in High-Intent Trialists). Replaced by TPL_0036 at afternoon (posterior_mean=0.556, label=GOOD)."
slot,US_23_slot2,High-Intent Trialists,2.0,template_and_window_updated,old_arm_label=NEUTRAL;old_ctr=0.103;new_pm=0.500,TPL_0042|evening,TPL_0037|late_afternoon,"TPL_0042 at evening had CTR=10.3% (label=NEUTRAL in High-Intent Trialists). Replaced by TPL_0037 at late_afternoon (posterior_mean=0.500, label=NEUTRAL)."
slot,US_23_slot3,High-Intent Trialists,3.0,template_replaced,old_pm=0.472;new_pm=0.500,TPL_0043|night,TPL_0038|night,"TPL_0043 (posterior_mean=0.472, label=NEUTRAL) replaced by TPL_0038 (posterior_mean=0.500, label=NEUTRAL) in High-Intent Trialists."
slot,US_27_slot1,High-Intent Trialists,1.0,template_and_window_updated,old_arm_label=UNKNOWN;old_ctr=0.000;new_pm=0.556,TPL_0031|early_morning,TPL_0036|night,"TPL_0031 at early_morning had CTR=0.0% (label=UNKNOWN in High-Intent Trialists). Replaced by TPL_0036 at night (posterior_mean=0.556, label=GOOD)."
slot,US_27_slot2,High-Intent Trialists,2.0,template_and_window_updated,old_arm_label=UNKNOWN;old_ctr=0.000;new_pm=0.500,TPL_0032|early_morning,TPL_0037|night,"TPL_0032 at early_morning had CTR=0.0% (label=UNKNOWN in High-Intent Trialists). Replaced by TPL_0037 at night (posterior_mean=0.500, label=NEUTRAL)."
slot,US_27_slot3,High-Intent Trialists,3.0,template_and_window_updated,old_arm_label=GOOD;old_ctr=0.348;new_pm=0.500,TPL_0033|evening,TPL_0038|afternoon,"TPL_0033 at evening had CTR=34.8% (label=GOOD in High-Intent Trialists). Replaced by TPL_0038 at afternoon (posterior_mean=0.500, label=NEUTRAL)."
slot,US_37_slot1,High-Intent Trialists,1.0,template_and_window_updated,old_arm_label=NEUTRAL;old_ctr=0.155;new_pm=0.556,TPL_0041|evening,TPL_0036|late_afternoon,"TPL_0041 at evening had CTR=15.5% (label=NEUTRAL in High-Intent Trialists). Replaced by TPL_0036 at late_afternoon (posterior_mean=0.556, label=GOOD)."
slot,US_37_slot2,High-Intent Trialists,2.0,template_and_window_updated,old_arm_label=NEUTRAL;old_ctr=0.103;new_pm=0.500,TPL_0042|evening,TPL_0037|late_afternoon,"TPL_0042 at evening had CTR=10.3% (label=NEUTRAL in High-Intent Trialists). Replaced by TPL_0037 at late_afternoon (posterior_mean=0.500, label=NEUTRAL)."
slot,US_37_slot3,High-Intent Trialists,3.0,template_and_window_updated,old_arm_label=NEUTRAL;old_ctr=0.093;new_pm=0.500,TPL_0043|night,TPL_0038|mid_morning,"TPL_0043 at night had CTR=9.3% (label=NEUTRAL in High-Intent Trialists). Replaced by TPL_0038 at mid_morning (posterior_mean=0.500, label=NEUTRAL)."
slot,US_3_slot1,High-Intent Trialists,1.0,template_and_window_updated,old_arm_label=UNKNOWN;old_ctr=0.000;new_pm=0.556,TPL_0031|mid_morning,TPL_0036|early_morning,"TPL_0031 at mid_morning had CTR=0.0% (label=UNKNOWN in High-Intent Trialists). Replaced by TPL_0036 at early_morning (posterior_mean=0.556, label=GOOD)."
slot,US_3_slot2,High-Intent Trialists,2.0,template_and_window_updated,old_arm_label=UNKNOWN;old_ctr=0.000;new_pm=0.500,TPL_0032|mid_morning,TPL_0037|late_afternoon,"TPL_0032 at mid_morning had CTR=0.0% (label=UNKNOWN in High-Intent Trialists). Replaced by TPL_0037 at late_afternoon (posterior_mean=0.500, label=NEUTRAL)."
slot,US_3_slot3,High-Intent Trialists,3.0,template_and_window_updated,old_arm_label=GOOD;old_ctr=0.348;new_pm=0.500,TPL_0033|evening,TPL_0038|afternoon,"TPL_0033 at evening had CTR=34.8% (label=GOOD in High-Intent Trialists). Replaced by TPL_0038 at afternoon (posterior_mean=0.500, label=NEUTRAL)."
slot,US_40_slot1,High-Intent Trialists,1.0,template_and_window_updated,old_arm_label=GOOD;old_ctr=0.484;new_pm=0.556,TPL_0031|evening,TPL_0036|night,"TPL_0031 at evening had CTR=48.4% (label=GOOD in High-Intent Trialists). Replaced by TPL_0036 at night (posterior_mean=0.556, label=GOOD)."
slot,US_40_slot2,High-Intent Trialists,2.0,template_replaced,old_pm=0.583;new_pm=0.500,TPL_0032|evening,TPL_0037|evening,"TPL_0032 (posterior_mean=0.583, label=GOOD) replaced by TPL_0037 (posterior_mean=0.500, label=NEUTRAL) in High-Intent Trialists."
slot,US_40_slot3,High-Intent Trialists,3.0,template_and_window_updated,old_arm_label=GOOD;old_ctr=0.384;new_pm=0.500,TPL_0033|night,TPL_0038|mid_morning,"TPL_0033 at night had CTR=38.4% (label=GOOD in High-Intent Trialists). Replaced by TPL_0038 at mid_morning (posterior_mean=0.500, label=NEUTRAL)."
slot,US_44_slot1,High-Intent Trialists,1.0,template_replaced,old_pm=0.583;new_pm=0.556,TPL_0031|mid_morning,TPL_0036|mid_morning,"TPL_0031 (posterior_mean=0.583, label=GOOD) replaced by TPL_0036 (posterior_mean=0.556, label=GOOD) in High-Intent Trialists."
slot,US_44_slot2,High-Intent Trialists,2.0,template_and_window_updated,old_arm_label=UNKNOWN;old_ctr=0.000;new_pm=0.500,TPL_0032|mid_morning,TPL_0037|early_morning,"TPL_0032 at mid_morning had CTR=0.0% (label=UNKNOWN in High-Intent Trialists). Replaced by TPL_0037 at early_morning (posterior_mean=0.500, label=NEUTRAL)."
slot,US_44_slot3,High-Intent Trialists,3.0,template_and_window_updated,old_arm_label=GOOD;old_ctr=0.348;new_pm=0.500,TPL_0033|evening,TPL_0038|early_morning,"TPL_0033 at evening had CTR=34.8% (label=GOOD in High-Intent Trialists). Replaced by TPL_0038 at early_morning (posterior_mean=0.500, label=NEUTRAL)."
slot,US_55_slot1,High-Intent Trialists,1.0,template_and_window_updated,old_arm_label=GOOD;old_ctr=0.484;new_pm=0.556,TPL_0031|evening,TPL_0036|night,"TPL_0031 at evening had CTR=48.4% (label=GOOD in High-Intent Trialists). Replaced by TPL_0036 at night (posterior_mean=0.556, label=GOOD)."
